year,skill_group_category,skill_group_name,isic_section_index,isic_section_name,industry_name,skill_group_penetration_rate
2018,Business Skills,Administrative Assistance,R,"Arts, entertainment and recreation ",Sports,0.062%
2018,Business Skills,Administrative Assistance,J,Information and communication,Computer Networking,0.061%
2018,Business Skills,Administrative Assistance,R,"Arts, entertainment and recreation ",Gambling & Casinos,0.049%
2018,Business Skills,Administrative Assistance,J,Information and communication,Media Production,0.049%
2018,Business Skills,Administrative Assistance,C,Manufacturing,Industrial Automation,0.048%
2018,Business Skills,Administrative Assistance,C,Manufacturing,Textiles,0.047%
2018,Business Skills,Administrative Assistance,J,Information and communication,Publishing,0.046%
2018,Business Skills,Administrative Assistance,J,Information and communication,Online Media,0.043%
2018,Business Skills,Administrative Assistance,R,"Arts, entertainment and recreation ",Performing Arts,0.041%
2018,Business Skills,Administrative Assistance,J,Information and communication,Broadcast Media,0.038%
2018,Business Skills,Administrative Assistance,M,Professional scientific and technical activities,Graphic Design,0.031%
2018,Business Skills,Administrative Assistance,R,"Arts, entertainment and recreation ",Arts & Crafts,0.023%
2018,Business Skills,Administrative Assistance,J,Information and communication,Computer Hardware,0.019%
2018,Business Skills,Administrative Assistance,J,Information and communication,Computer & Network Security,0.017%
2018,Business Skills,Advertising,M,Professional scientific and technical activities,Marketing & Advertising,3.552%
2018,Business Skills,Advertising,J,Information and communication,Online Media,1.681%
2018,Business Skills,Advertising,J,Information and communication,Publishing,1.672%
2018,Business Skills,Advertising,M,Professional scientific and technical activities,Public Relations & Communications,1.414%
2018,Business Skills,Advertising,J,Information and communication,Writing & Editing,1.378%
2018,Business Skills,Advertising,M,Professional scientific and technical activities,Graphic Design,1.320%
2018,Business Skills,Advertising,J,Information and communication,Newspapers,1.241%
2018,Business Skills,Advertising,J,Information and communication,Media Production,1.128%
2018,Business Skills,Advertising,J,Information and communication,Broadcast Media,1.046%
2018,Business Skills,Advertising,R,"Arts, entertainment and recreation ",Sports,0.961%
2018,Business Skills,Advertising,M,Professional scientific and technical activities,Photography,0.941%
2018,Business Skills,Advertising,J,Information and communication,Internet,0.933%
2018,Business Skills,Advertising,M,Professional scientific and technical activities,Design,0.598%
2018,Business Skills,Advertising,R,"Arts, entertainment and recreation ",Entertainment,0.589%
2018,Business Skills,Advertising,C,Manufacturing,Printing,0.536%
2018,Business Skills,Advertising,J,Information and communication,Motion Pictures & Film,0.455%
2018,Business Skills,Advertising,M,Professional scientific and technical activities,Events Services,0.419%
2018,Business Skills,Advertising,R,"Arts, entertainment and recreation ",Music,0.313%
2018,Business Skills,Advertising,J,Information and communication,Computer Games,0.259%
2018,Business Skills,Advertising,M,Professional scientific and technical activities,Market Research,0.259%
2018,Business Skills,Advertising,R,"Arts, entertainment and recreation ",Animation,0.249%
2018,Business Skills,Advertising,J,Information and communication,Computer Software,0.228%
2018,Business Skills,Advertising,M,Professional scientific and technical activities,Translation & Localization,0.200%
2018,Business Skills,Advertising,J,Information and communication,Information Technology & Services,0.169%
2018,Business Skills,Advertising,R,"Arts, entertainment and recreation ",Arts & Crafts,0.159%
2018,Business Skills,Advertising,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.159%
2018,Business Skills,Advertising,M,Professional scientific and technical activities,Management Consulting,0.151%
2018,Business Skills,Advertising,R,"Arts, entertainment and recreation ",Gambling & Casinos,0.148%
2018,Business Skills,Advertising,R,"Arts, entertainment and recreation ",Fine Art,0.140%
2018,Business Skills,Advertising,K,Financial and insurance activities,Financial Services,0.122%
2018,Business Skills,Advertising,M,Professional scientific and technical activities,Information Services,0.120%
2018,Business Skills,Advertising,C,Manufacturing,Automotive,0.105%
2018,Business Skills,Advertising,J,Information and communication,Telecommunications,0.101%
2018,Business Skills,Advertising,R,"Arts, entertainment and recreation ",Museums & Institutions,0.093%
2018,Business Skills,Advertising,R,"Arts, entertainment and recreation ",Performing Arts,0.083%
2018,Business Skills,Advertising,M,Professional scientific and technical activities,Professional Training & Coaching,0.074%
2018,Business Skills,Advertising,M,Professional scientific and technical activities,Outsourcing/Offshoring,0.071%
2018,Business Skills,Advertising,C,Manufacturing,Food Production,0.067%
2018,Business Skills,Advertising,K,Financial and insurance activities,Insurance,0.061%
2018,Business Skills,Advertising,K,Financial and insurance activities,Investment Management,0.060%
2018,Business Skills,Advertising,C,Manufacturing,Textiles,0.058%
2018,Business Skills,Advertising,M,Professional scientific and technical activities,Architecture & Planning,0.050%
2018,Business Skills,Advertising,C,Manufacturing,Electrical & Electronic Manufacturing,0.046%
2018,Business Skills,Advertising,M,Professional scientific and technical activities,Accounting,0.043%
2018,Business Skills,Advertising,C,Manufacturing,Machinery,0.039%
2018,Business Skills,Advertising,C,Manufacturing,Pharmaceuticals,0.039%
2018,Business Skills,Advertising,K,Financial and insurance activities,Banking,0.037%
2018,Business Skills,Advertising,M,Professional scientific and technical activities,Legal Services,0.033%
2018,Business Skills,Advertising,M,Professional scientific and technical activities,Environmental Services,0.031%
2018,Business Skills,Advertising,M,Professional scientific and technical activities,Research,0.029%
2018,Business Skills,Advertising,C,Manufacturing,Renewables & Environment,0.026%
2018,Business Skills,Advertising,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.025%
2018,Business Skills,Advertising,C,Manufacturing,Chemicals,0.022%
2018,Business Skills,Advertising,B,Mining and quarrying,Oil & Energy,0.015%
2018,Business Skills,Advertising,C,Manufacturing,Packaging & Containers,0.015%
2018,Disruptive Tech Skills,Aerospace Engineering,C,Manufacturing,Aviation & Aerospace,2.250%
2018,Disruptive Tech Skills,Aerospace Engineering,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.365%
2018,Disruptive Tech Skills,Aerospace Engineering,C,Manufacturing,Automotive,0.324%
2018,Disruptive Tech Skills,Aerospace Engineering,C,Manufacturing,Machinery,0.156%
2018,Disruptive Tech Skills,Aerospace Engineering,M,Professional scientific and technical activities,Design,0.092%
2018,Disruptive Tech Skills,Aerospace Engineering,C,Manufacturing,Industrial Automation,0.077%
2018,Disruptive Tech Skills,Aerospace Engineering,M,Professional scientific and technical activities,Research,0.069%
2018,Disruptive Tech Skills,Aerospace Engineering,C,Manufacturing,Electrical & Electronic Manufacturing,0.049%
2018,Disruptive Tech Skills,Aerospace Engineering,J,Information and communication,Information Technology & Services,0.033%
2018,Disruptive Tech Skills,Aerospace Engineering,C,Manufacturing,Plastics,0.032%
2018,Disruptive Tech Skills,Aerospace Engineering,B,Mining and quarrying,Oil & Energy,0.027%
2018,Disruptive Tech Skills,Aerospace Engineering,C,Manufacturing,Renewables & Environment,0.017%
2018,Business Skills,Affiliate Marketing,M,Professional scientific and technical activities,Marketing & Advertising,0.073%
2018,Business Skills,Affiliate Marketing,C,Manufacturing,Food Production,0.053%
2018,Business Skills,Affiliate Marketing,J,Information and communication,Internet,0.027%
2018,Business Skills,Affiliate Marketing,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.014%
2018,Specialized Industry Skills,Agricultural Production,M,Professional scientific and technical activities,Veterinary,1.883%
2018,Specialized Industry Skills,Agricultural Production,R,"Arts, entertainment and recreation ",Museums & Institutions,0.070%
2018,Specialized Industry Skills,Agricultural Production,C,Manufacturing,Food Production,0.053%
2018,Specialized Industry Skills,Agricultural Production,C,Manufacturing,Chemicals,0.044%
2018,Specialized Industry Skills,Agricultural Production,M,Professional scientific and technical activities,Environmental Services,0.023%
2018,Specialized Industry Skills,Agricultural Production,K,Financial and insurance activities,Financial Services,0.020%
2018,Specialized Industry Skills,Agricultural Production,M,Professional scientific and technical activities,Biotechnology,0.019%
2018,Specialized Industry Skills,Agronomy,M,Professional scientific and technical activities,Environmental Services,0.038%
2018,Specialized Industry Skills,Agronomy,C,Manufacturing,Food Production,0.010%
2018,Specialized Industry Skills,Air Force,C,Manufacturing,Aviation & Aerospace,1.841%
2018,Specialized Industry Skills,Air Force,M,Professional scientific and technical activities,Photography,0.025%
2018,Specialized Industry Skills,Aircraft Management,C,Manufacturing,Aviation & Aerospace,0.516%
2018,Specialized Industry Skills,Airlines,C,Manufacturing,Aviation & Aerospace,1.140%
2018,Specialized Industry Skills,Analytical Reasoning,K,Financial and insurance activities,Capital Markets,0.288%
2018,Specialized Industry Skills,Anesthesiology,M,Professional scientific and technical activities,Veterinary,0.213%
2018,Tech Skills,Animation,R,"Arts, entertainment and recreation ",Animation,10.962%
2018,Tech Skills,Animation,J,Information and communication,Computer Games,4.920%
2018,Tech Skills,Animation,J,Information and communication,Motion Pictures & Film,4.212%
2018,Tech Skills,Animation,M,Professional scientific and technical activities,Graphic Design,2.144%
2018,Tech Skills,Animation,M,Professional scientific and technical activities,Architecture & Planning,2.087%
2018,Tech Skills,Animation,J,Information and communication,Media Production,1.449%
2018,Tech Skills,Animation,M,Professional scientific and technical activities,Design,1.345%
2018,Tech Skills,Animation,R,"Arts, entertainment and recreation ",Entertainment,0.716%
2018,Tech Skills,Animation,J,Information and communication,Broadcast Media,0.431%
2018,Tech Skills,Animation,M,Professional scientific and technical activities,Marketing & Advertising,0.407%
2018,Tech Skills,Animation,R,"Arts, entertainment and recreation ",Arts & Crafts,0.341%
2018,Tech Skills,Animation,R,"Arts, entertainment and recreation ",Fine Art,0.326%
2018,Tech Skills,Animation,M,Professional scientific and technical activities,Photography,0.272%
2018,Tech Skills,Animation,J,Information and communication,Internet,0.222%
2018,Tech Skills,Animation,J,Information and communication,Computer Software,0.176%
2018,Tech Skills,Animation,J,Information and communication,Online Media,0.158%
2018,Tech Skills,Animation,J,Information and communication,Information Technology & Services,0.128%
2018,Tech Skills,Animation,M,Professional scientific and technical activities,Events Services,0.117%
2018,Tech Skills,Animation,J,Information and communication,Publishing,0.115%
2018,Tech Skills,Animation,M,Professional scientific and technical activities,Public Relations & Communications,0.076%
2018,Tech Skills,Animation,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.072%
2018,Tech Skills,Animation,R,"Arts, entertainment and recreation ",Sports,0.048%
2018,Tech Skills,Animation,R,"Arts, entertainment and recreation ",Performing Arts,0.041%
2018,Tech Skills,Animation,M,Professional scientific and technical activities,Professional Training & Coaching,0.033%
2018,Tech Skills,Animation,R,"Arts, entertainment and recreation ",Gambling & Casinos,0.025%
2018,Specialized Industry Skills,Anthropology,M,Professional scientific and technical activities,Environmental Services,0.023%
2018,Specialized Industry Skills,Anthropology,R,"Arts, entertainment and recreation ",Museums & Institutions,0.023%
2018,Specialized Industry Skills,Apparel,C,Manufacturing,Textiles,2.725%
2018,Specialized Industry Skills,Apparel,M,Professional scientific and technical activities,Design,0.570%
2018,Specialized Industry Skills,Apparel,R,"Arts, entertainment and recreation ",Arts & Crafts,0.204%
2018,Specialized Industry Skills,Apparel,M,Professional scientific and technical activities,Photography,0.074%
2018,Specialized Industry Skills,Apparel,J,Information and communication,Publishing,0.069%
2018,Specialized Industry Skills,Apparel,R,"Arts, entertainment and recreation ",Fine Art,0.047%
2018,Specialized Industry Skills,Apparel,J,Information and communication,Online Media,0.043%
2018,Specialized Industry Skills,Apparel,M,Professional scientific and technical activities,Public Relations & Communications,0.038%
2018,Specialized Industry Skills,Apparel,R,"Arts, entertainment and recreation ",Entertainment,0.036%
2018,Specialized Industry Skills,Apparel,J,Information and communication,Internet,0.033%
2018,Specialized Industry Skills,Apparel,M,Professional scientific and technical activities,Marketing & Advertising,0.028%
2018,Specialized Industry Skills,Apparel,R,"Arts, entertainment and recreation ",Performing Arts,0.021%
2018,Specialized Industry Skills,Apparel,J,Information and communication,Motion Pictures & Film,0.020%
2018,Specialized Industry Skills,Apparel,M,Professional scientific and technical activities,Events Services,0.010%
2018,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Architecture & Planning,10.576%
2018,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Design,2.802%
2018,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,1.764%
2018,Specialized Industry Skills,Architecture,C,Manufacturing,Industrial Automation,0.788%
2018,Specialized Industry Skills,Architecture,C,Manufacturing,Machinery,0.737%
2018,Specialized Industry Skills,Architecture,C,Manufacturing,Electrical & Electronic Manufacturing,0.685%
2018,Specialized Industry Skills,Architecture,B,Mining and quarrying,Oil & Energy,0.529%
2018,Specialized Industry Skills,Architecture,C,Manufacturing,Renewables & Environment,0.493%
2018,Specialized Industry Skills,Architecture,B,Mining and quarrying,Mining & Metals,0.472%
2018,Specialized Industry Skills,Architecture,C,Manufacturing,Automotive,0.438%
2018,Specialized Industry Skills,Architecture,C,Manufacturing,Aviation & Aerospace,0.424%
2018,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Environmental Services,0.337%
2018,Specialized Industry Skills,Architecture,R,"Arts, entertainment and recreation ",Animation,0.324%
2018,Specialized Industry Skills,Architecture,C,Manufacturing,Plastics,0.302%
2018,Specialized Industry Skills,Architecture,J,Information and communication,Semiconductors,0.166%
2018,Specialized Industry Skills,Architecture,C,Manufacturing,Paper & Forest Products,0.163%
2018,Specialized Industry Skills,Architecture,C,Manufacturing,Packaging & Containers,0.160%
2018,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Research,0.156%
2018,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Graphic Design,0.155%
2018,Specialized Industry Skills,Architecture,R,"Arts, entertainment and recreation ",Arts & Crafts,0.136%
2018,Specialized Industry Skills,Architecture,J,Information and communication,Information Technology & Services,0.135%
2018,Specialized Industry Skills,Architecture,C,Manufacturing,Chemicals,0.127%
2018,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Management Consulting,0.122%
2018,Specialized Industry Skills,Architecture,R,"Arts, entertainment and recreation ",Fine Art,0.116%
2018,Specialized Industry Skills,Architecture,K,Financial and insurance activities,Investment Management,0.090%
2018,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Executive Office,0.087%
2018,Specialized Industry Skills,Architecture,C,Manufacturing,Food Production,0.087%
2018,Specialized Industry Skills,Architecture,R,"Arts, entertainment and recreation ",Performing Arts,0.083%
2018,Specialized Industry Skills,Architecture,J,Information and communication,Telecommunications,0.080%
2018,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Outsourcing/Offshoring,0.079%
2018,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Events Services,0.078%
2018,Specialized Industry Skills,Architecture,J,Information and communication,Computer Software,0.077%
2018,Specialized Industry Skills,Architecture,C,Manufacturing,Textiles,0.070%
2018,Specialized Industry Skills,Architecture,J,Information and communication,Internet,0.067%
2018,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Biotechnology,0.056%
2018,Specialized Industry Skills,Architecture,R,"Arts, entertainment and recreation ",Entertainment,0.051%
2018,Specialized Industry Skills,Architecture,C,Manufacturing,Pharmaceuticals,0.051%
2018,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Marketing & Advertising,0.049%
2018,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Professional Training & Coaching,0.033%
2018,Specialized Industry Skills,Architecture,K,Financial and insurance activities,Banking,0.029%
2018,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Accounting,0.027%
2018,Specialized Industry Skills,Architecture,K,Financial and insurance activities,Financial Services,0.025%
2018,Specialized Industry Skills,Architecture,J,Information and communication,Media Production,0.025%
2018,Specialized Industry Skills,Architecture,R,"Arts, entertainment and recreation ",Sports,0.021%
2018,Specialized Industry Skills,Architecture,J,Information and communication,Computer Hardware,0.019%
2018,Specialized Industry Skills,Architecture,J,Information and communication,Writing & Editing,0.017%
2018,Specialized Industry Skills,Architecture,K,Financial and insurance activities,Insurance,0.013%
2018,Specialized Industry Skills,Army,C,Manufacturing,Aviation & Aerospace,0.015%
2018,Specialized Industry Skills,Art History,R,"Arts, entertainment and recreation ",Museums & Institutions,1.883%
2018,Specialized Industry Skills,Art History,R,"Arts, entertainment and recreation ",Fine Art,1.837%
2018,Specialized Industry Skills,Art History,R,"Arts, entertainment and recreation ",Arts & Crafts,0.749%
2018,Specialized Industry Skills,Art History,M,Professional scientific and technical activities,Photography,0.025%
2018,Specialized Industry Skills,Art History,M,Professional scientific and technical activities,Design,0.014%
2018,Disruptive Tech Skills,Artificial Intelligence,J,Information and communication,Computer Software,0.499%
2018,Disruptive Tech Skills,Artificial Intelligence,M,Professional scientific and technical activities,Research,0.369%
2018,Disruptive Tech Skills,Artificial Intelligence,J,Information and communication,Semiconductors,0.235%
2018,Disruptive Tech Skills,Artificial Intelligence,J,Information and communication,Information Technology & Services,0.229%
2018,Disruptive Tech Skills,Artificial Intelligence,J,Information and communication,Internet,0.219%
2018,Disruptive Tech Skills,Artificial Intelligence,M,Professional scientific and technical activities,Information Services,0.174%
2018,Disruptive Tech Skills,Artificial Intelligence,J,Information and communication,Computer & Network Security,0.101%
2018,Disruptive Tech Skills,Artificial Intelligence,M,Professional scientific and technical activities,Biotechnology,0.093%
2018,Disruptive Tech Skills,Artificial Intelligence,K,Financial and insurance activities,Investment Management,0.090%
2018,Disruptive Tech Skills,Artificial Intelligence,J,Information and communication,Computer Networking,0.081%
2018,Disruptive Tech Skills,Artificial Intelligence,J,Information and communication,Computer Games,0.071%
2018,Business Skills,Auditing,M,Professional scientific and technical activities,Accounting,2.068%
2018,Business Skills,Auditing,M,Professional scientific and technical activities,Management Consulting,0.428%
2018,Business Skills,Auditing,K,Financial and insurance activities,Financial Services,0.310%
2018,Business Skills,Auditing,K,Financial and insurance activities,Banking,0.242%
2018,Business Skills,Auditing,K,Financial and insurance activities,Investment Management,0.210%
2018,Business Skills,Auditing,B,Mining and quarrying,Oil & Energy,0.192%
2018,Business Skills,Auditing,C,Manufacturing,Pharmaceuticals,0.165%
2018,Business Skills,Auditing,C,Manufacturing,Food Production,0.159%
2018,Business Skills,Auditing,C,Manufacturing,Chemicals,0.154%
2018,Business Skills,Auditing,K,Financial and insurance activities,Insurance,0.152%
2018,Business Skills,Auditing,B,Mining and quarrying,Mining & Metals,0.151%
2018,Business Skills,Auditing,C,Manufacturing,Electrical & Electronic Manufacturing,0.123%
2018,Business Skills,Auditing,C,Manufacturing,Renewables & Environment,0.121%
2018,Business Skills,Auditing,C,Manufacturing,Packaging & Containers,0.116%
2018,Business Skills,Auditing,C,Manufacturing,Aviation & Aerospace,0.108%
2018,Business Skills,Auditing,C,Manufacturing,Textiles,0.105%
2018,Business Skills,Auditing,C,Manufacturing,Automotive,0.098%
2018,Business Skills,Auditing,C,Manufacturing,Machinery,0.084%
2018,Business Skills,Auditing,J,Information and communication,Information Technology & Services,0.082%
2018,Business Skills,Auditing,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.079%
2018,Business Skills,Auditing,M,Professional scientific and technical activities,Biotechnology,0.075%
2018,Business Skills,Auditing,R,"Arts, entertainment and recreation ",Gambling & Casinos,0.074%
2018,Business Skills,Auditing,J,Information and communication,Telecommunications,0.072%
2018,Business Skills,Auditing,C,Manufacturing,Paper & Forest Products,0.070%
2018,Business Skills,Auditing,M,Professional scientific and technical activities,Environmental Services,0.069%
2018,Business Skills,Auditing,J,Information and communication,Computer Software,0.052%
2018,Business Skills,Auditing,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.052%
2018,Business Skills,Auditing,C,Manufacturing,Printing,0.050%
2018,Business Skills,Auditing,J,Information and communication,Internet,0.046%
2018,Business Skills,Auditing,M,Professional scientific and technical activities,Legal Services,0.043%
2018,Business Skills,Auditing,R,"Arts, entertainment and recreation ",Entertainment,0.036%
2018,Business Skills,Auditing,M,Professional scientific and technical activities,Marketing & Advertising,0.036%
2018,Business Skills,Auditing,M,Professional scientific and technical activities,Outsourcing/Offshoring,0.036%
2018,Business Skills,Auditing,M,Professional scientific and technical activities,Law Practice,0.034%
2018,Business Skills,Auditing,C,Manufacturing,Plastics,0.032%
2018,Business Skills,Auditing,J,Information and communication,Semiconductors,0.028%
2018,Business Skills,Auditing,J,Information and communication,Publishing,0.023%
2018,Business Skills,Auditing,M,Professional scientific and technical activities,Research,0.023%
2018,Business Skills,Auditing,M,Professional scientific and technical activities,Architecture & Planning,0.020%
2018,Business Skills,Auditing,C,Manufacturing,Industrial Automation,0.019%
2018,Business Skills,Auditing,M,Professional scientific and technical activities,Professional Training & Coaching,0.016%
2018,Business Skills,Auditing,M,Professional scientific and technical activities,Design,0.014%
2018,Business Skills,Auditing,M,Professional scientific and technical activities,Events Services,0.010%
2018,Specialized Industry Skills,Automotive,C,Manufacturing,Automotive,2.814%
2018,Specialized Industry Skills,Automotive,C,Manufacturing,Plastics,0.127%
2018,Specialized Industry Skills,Automotive,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.107%
2018,Specialized Industry Skills,Automotive,C,Manufacturing,Industrial Automation,0.048%
2018,Specialized Industry Skills,Automotive,C,Manufacturing,Machinery,0.045%
2018,Specialized Industry Skills,Automotive,R,"Arts, entertainment and recreation ",Sports,0.021%
2018,Specialized Industry Skills,Bartending,M,Professional scientific and technical activities,Events Services,0.039%
2018,Specialized Industry Skills,Bartending,R,"Arts, entertainment and recreation ",Gambling & Casinos,0.025%
2018,Specialized Industry Skills,Bartending,R,"Arts, entertainment and recreation ",Performing Arts,0.021%
2018,Specialized Industry Skills,Biomedical Engineering,M,Professional scientific and technical activities,Biotechnology,0.382%
2018,Specialized Industry Skills,Biomedical Engineering,C,Manufacturing,Pharmaceuticals,0.232%
2018,Specialized Industry Skills,Biomedical Engineering,M,Professional scientific and technical activities,Research,0.052%
2018,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Accounting,1.555%
2018,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Executive Office,0.346%
2018,Business Skills,Bookkeeping,C,Manufacturing,Printing,0.168%
2018,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Law Practice,0.159%
2018,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Legal Services,0.141%
2018,Business Skills,Bookkeeping,C,Manufacturing,Machinery,0.112%
2018,Business Skills,Bookkeeping,K,Financial and insurance activities,Financial Services,0.107%
2018,Business Skills,Bookkeeping,B,Mining and quarrying,Oil & Energy,0.106%
2018,Business Skills,Bookkeeping,C,Manufacturing,Automotive,0.103%
2018,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Outsourcing/Offshoring,0.093%
2018,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Architecture & Planning,0.089%
2018,Business Skills,Bookkeeping,C,Manufacturing,Food Production,0.087%
2018,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Design,0.084%
2018,Business Skills,Bookkeeping,C,Manufacturing,Electrical & Electronic Manufacturing,0.084%
2018,Business Skills,Bookkeeping,J,Information and communication,Information Technology & Services,0.084%
2018,Business Skills,Bookkeeping,C,Manufacturing,Textiles,0.082%
2018,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Marketing & Advertising,0.080%
2018,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Environmental Services,0.077%
2018,Business Skills,Bookkeeping,K,Financial and insurance activities,Investment Management,0.075%
2018,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.075%
2018,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Management Consulting,0.073%
2018,Business Skills,Bookkeeping,J,Information and communication,Computer Software,0.069%
2018,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Events Services,0.068%
2018,Business Skills,Bookkeeping,C,Manufacturing,Chemicals,0.061%
2018,Business Skills,Bookkeeping,C,Manufacturing,Packaging & Containers,0.058%
2018,Business Skills,Bookkeeping,J,Information and communication,Computer Hardware,0.057%
2018,Business Skills,Bookkeeping,K,Financial and insurance activities,Insurance,0.055%
2018,Business Skills,Bookkeeping,B,Mining and quarrying,Mining & Metals,0.050%
2018,Business Skills,Bookkeeping,C,Manufacturing,Plastics,0.048%
2018,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Biotechnology,0.047%
2018,Business Skills,Bookkeeping,C,Manufacturing,Paper & Forest Products,0.047%
2018,Business Skills,Bookkeeping,C,Manufacturing,Renewables & Environment,0.043%
2018,Business Skills,Bookkeeping,R,"Arts, entertainment and recreation ",Entertainment,0.041%
2018,Business Skills,Bookkeeping,J,Information and communication,Internet,0.039%
2018,Business Skills,Bookkeeping,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.038%
2018,Business Skills,Bookkeeping,C,Manufacturing,Industrial Automation,0.038%
2018,Business Skills,Bookkeeping,J,Information and communication,Semiconductors,0.028%
2018,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Information Services,0.027%
2018,Business Skills,Bookkeeping,C,Manufacturing,Pharmaceuticals,0.024%
2018,Business Skills,Bookkeeping,C,Manufacturing,Aviation & Aerospace,0.023%
2018,Business Skills,Bookkeeping,J,Information and communication,Broadcast Media,0.023%
2018,Business Skills,Bookkeeping,J,Information and communication,Telecommunications,0.023%
2018,Business Skills,Bookkeeping,J,Information and communication,Media Production,0.016%
2018,Business Skills,Bookkeeping,K,Financial and insurance activities,Banking,0.015%
2018,Business Skills,Bookkeeping,R,"Arts, entertainment and recreation ",Music,0.014%
2018,Business Skills,Bookkeeping,J,Information and communication,Publishing,0.011%
2018,Specialized Industry Skills,Botany,M,Professional scientific and technical activities,Environmental Services,0.046%
2018,Specialized Industry Skills,Botany,M,Professional scientific and technical activities,Design,0.014%
2018,Business Skills,Business Management,K,Financial and insurance activities,Venture Capital & Private Equity,6.687%
2018,Business Skills,Business Management,M,Professional scientific and technical activities,Management Consulting,5.474%
2018,Business Skills,Business Management,J,Information and communication,Telecommunications,4.546%
2018,Business Skills,Business Management,K,Financial and insurance activities,Banking,4.243%
2018,Business Skills,Business Management,C,Manufacturing,Food Production,4.231%
2018,Business Skills,Business Management,M,Professional scientific and technical activities,Outsourcing/Offshoring,4.223%
2018,Business Skills,Business Management,K,Financial and insurance activities,Insurance,4.111%
2018,Business Skills,Business Management,C,Manufacturing,Textiles,4.106%
2018,Business Skills,Business Management,K,Financial and insurance activities,Financial Services,4.096%
2018,Business Skills,Business Management,M,Professional scientific and technical activities,Market Research,3.978%
2018,Business Skills,Business Management,M,Professional scientific and technical activities,Professional Training & Coaching,3.935%
2018,Business Skills,Business Management,J,Information and communication,Information Technology & Services,3.887%
2018,Business Skills,Business Management,C,Manufacturing,Chemicals,3.831%
2018,Business Skills,Business Management,K,Financial and insurance activities,Investment Banking,3.794%
2018,Business Skills,Business Management,C,Manufacturing,Automotive,3.790%
2018,Business Skills,Business Management,M,Professional scientific and technical activities,Executive Office,3.750%
2018,Business Skills,Business Management,K,Financial and insurance activities,Investment Management,3.717%
2018,Business Skills,Business Management,C,Manufacturing,Pharmaceuticals,3.684%
2018,Business Skills,Business Management,C,Manufacturing,Renewables & Environment,3.517%
2018,Business Skills,Business Management,B,Mining and quarrying,Mining & Metals,3.466%
2018,Business Skills,Business Management,C,Manufacturing,Plastics,3.439%
2018,Business Skills,Business Management,C,Manufacturing,Machinery,3.390%
2018,Business Skills,Business Management,M,Professional scientific and technical activities,Events Services,3.389%
2018,Business Skills,Business Management,C,Manufacturing,Electrical & Electronic Manufacturing,3.373%
2018,Business Skills,Business Management,C,Manufacturing,Packaging & Containers,3.314%
2018,Business Skills,Business Management,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,3.261%
2018,Business Skills,Business Management,B,Mining and quarrying,Oil & Energy,3.249%
2018,Business Skills,Business Management,K,Financial and insurance activities,Capital Markets,3.213%
2018,Business Skills,Business Management,C,Manufacturing,Paper & Forest Products,3.162%
2018,Business Skills,Business Management,J,Information and communication,Internet,3.141%
2018,Business Skills,Business Management,M,Professional scientific and technical activities,Marketing & Advertising,3.132%
2018,Business Skills,Business Management,M,Professional scientific and technical activities,Information Services,3.035%
2018,Business Skills,Business Management,M,Professional scientific and technical activities,Accounting,3.030%
