country_code,country_name,wb_income,wb_region,skill_group_category,skill_group_name,net_per_10K_2015,net_per_10K_2016,net_per_10K_2017,net_per_10K_2018,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Business Skills,Product Marketing,108.24,150.48,-69.94,-279.52,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Business Skills,Advertising,277.02,-55.74,62.21,-257.82,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Airlines,332.87,-557.03,-697.12,-253.65,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Business Skills,Economics,327.75,-37.48,-244.61,-251.15,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Utilities,106.25,-319.17,-173.89,-248.5,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Construction Engineering,-450.77,-528.82,-568.53,-232.54,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Business Skills,Insurance,291.32,52.68,-181.07,-232.18,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Business Skills,Sales Operations,14.55,-116.65,0,-230.39,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Food Service Operations,1526.07,-229.69,-154.34,-215.15,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Geotechnical Engineering,497.34,-278.75,43.99,-213.65,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Law,977.25,53.87,-166.06,-208.28,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Educational Administration,306.66,-52.5,-359.09,-191.41,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Environmental Science,489.47,-266.66,289.31,-169.6,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Business Skills,Inside Sales,86.34,-101.82,20.31,-166.96,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Business Skills,Procurement,407.22,-288.15,-231.05,-165.59,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Higher Education,231.4,189.31,-216.79,-160.85,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Business Skills,Management Consulting,236.15,-272.14,-159.16,-153.17,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Business Skills,Investment Banking,869.83,316.58,-418.37,-149.49,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Lodging,1278.61,253.47,161.68,-146.86,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Telecommunications,469.63,-727.48,152.18,-136.67,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Retail Sales,190.82,-17.82,-238.39,-113.38,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Event Planning,386.9,164.85,194.14,-99.13,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Business Skills,Manufacturing Operations,299.48,-163.08,-151.64,-85.73,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Emergency Medicine,220.53,-166.09,-125.01,-81.46,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Healthcare Management,417.61,46.56,-148.31,-76.52,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Business Skills,Human Resources,-127.65,5.23,-290.61,-76.2,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Nonprofit Management,233.06,208.02,-101.28,-74.74,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Recruiting,142.32,-153.73,-241.97,-72.53,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Soft Skills,Negotiation,163.46,-16.19,-4.59,-71.77,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Disruptive Tech Skills,Cyber-security,-240.12,-134.28,-32.12,-69.85,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Environmental Consulting,318.69,-281.37,6.63,-64.05,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Teaching,225.02,59.35,0,-61.74,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Business Skills,Project Management,431.42,-4.11,-42.28,-48.83,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Mining,905.84,-335.02,92.54,-44.85,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Tech Skills,Computer Networking,237.58,208.27,16.9,-39.13,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Power Systems,284.54,-66.89,62.92,-38.41,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Tech Skills,Technical Support,156.68,75.94,-76.45,-30.5,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Public Policy,374.64,31.96,-14.44,-28.17,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Business Skills,Business Management,706.79,31.91,-67.39,-27.74,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Politics,199.91,182.43,-165.51,-24.44,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Business Skills,Management Accounting,316.54,-56.13,-131.75,-22.43,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Earth Science,133.99,-290.4,261.89,-15.83,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Business Skills,Financial Accounting,739.87,126.46,-171.53,-14.67,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Soft Skills,Writing,426.24,28.65,103.54,-14.42,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Disruptive Tech Skills,Data Science,185.29,206.33,58.05,-13.62,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Business Skills,Bookkeeping,407.76,56.71,-44.28,-11.61,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Personal Coaching,183.8,18.34,25.11,-7.88,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Business Skills,Employee Learning & Development,692.94,-24.49,-13.57,-1.43,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Architecture,681.16,-56.3,-148.16,6.35,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Tech Skills,Graphic Design,764.02,153.01,17.68,13.47,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Business Skills,Administrative Assistance,237.77,-21.33,84.06,16.29,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Foreign Languages,411.92,104.03,50.22,18.33,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Inventory Management,298.94,-410.7,-188.75,26.56,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Public Health,305.07,370.79,-665.24,29.18,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Business Skills,Auditing,800.23,-96.32,-183.06,35.1,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Soft Skills,Leadership,757.63,239.94,171.98,37.84,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Research,659.56,301.41,147.19,38.14,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Business Skills,People Management,404.52,67.96,36.7,40.42,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Business Skills,Customer Experience,375,155.06,290.75,55.45,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Maintenance & Repair,1024.48,-158.47,-47.94,55.98,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Tech Skills,Social Media,333.79,611.08,315.03,61.74,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Soft Skills,Oral Communication,464.06,454.63,194.89,68.68,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Business Skills,Tax Accounting,635.12,-178.33,-175.93,76.86,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Soft Skills,Time Management,144.04,217.16,74.98,79.36,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,International Law,125.64,-184.69,-214.49,84.48,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Ground Transportation,427.35,0,-138.17,89.81,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Business Skills,Entrepreneurship,328.99,-377.04,-317.38,90.16,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Machining,-137.77,198.13,-209.22,118.58,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Tech Skills,Digital Literacy,1490.57,708.41,349.61,125.86,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Tech Skills,Web Development,154.82,125.94,-139.66,139.9,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Tech Skills,Data Storage Technologies,531.23,-273.4,-91.79,159.36,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Food Manufacturing,1050.55,134.23,239.86,173.5,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Business Skills,Product Development,258.69,-153.16,-185.58,178.51,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Tech Skills,Enterprise Software,410.4,55.47,-52.57,190.09,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Tech Skills,Software Development Life Cycle (SDLC),51.99,-214.82,-158.26,315.59,,,,,,,,,,,,,,,,,,,
pg,Papua New Guinea,Lower middle income,East Asia & Pacific,Disruptive Tech Skills,Development Tools,402.12,285.99,-26.32,327.6,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Environmental Science,656.04,84.84,-168.62,-513.19,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Nonprofit Management,187.9,-573.66,-219.65,-323.84,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Higher Education,125.02,-404.94,-275.12,-167.55,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Tech Skills,Data Storage Technologies,56.92,106.72,2.48,-134.01,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Disruptive Tech Skills,Development Tools,17.05,240.53,-22.51,-127.28,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Tech Skills,Web Development,-124.17,142.16,-12.17,-120.68,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Soft Skills,Writing,308.06,342.11,-26.73,-120.64,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Business Skills,Auditing,-200,277.14,128.73,-94.79,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Disruptive Tech Skills,Data Science,106.28,33.63,64.73,-65.26,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Business Skills,Financial Accounting,-261.01,259.18,130.51,-47.87,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Business Skills,Management Accounting,12.81,118.87,75.32,-45.58,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Business Skills,Investment Banking,-518.88,277.84,336.69,-16.51,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Soft Skills,Oral Communication,193.14,93.11,17.75,-7.61,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Event Planning,286.6,239.59,95.99,-6.05,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Retail Sales,226.82,3.62,48.56,-5.39,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Business Skills,Entrepreneurship,329.95,84.34,12.51,3,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Inventory Management,177.61,273.76,94.53,10,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Research,276.53,59.49,35.67,12.13,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Tech Skills,Software Development Life Cycle (SDLC),52.55,322.44,-125.27,20,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Tech Skills,Digital Literacy,448.57,203.51,103.68,22.79,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Business Skills,Capital Markets,337.39,52.12,-167.6,23.02,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Business Skills,Management Consulting,63.34,101.07,0,24.79,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Tech Skills,Technical Support,175.77,203.06,21.23,30.33,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Construction Engineering,267.44,357.77,410.16,30.74,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Business Skills,Sales Operations,181.02,-196.36,122.79,31.23,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Teaching,78.57,13.02,-42.32,32.26,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Foreign Languages,210.96,63.74,21.01,35.04,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Tech Skills,Social Media,116.8,87.1,16.57,35.07,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Tech Skills,Graphic Design,272.09,135.49,-18.05,37.28,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Soft Skills,Leadership,196.26,108.56,47.45,43.03,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Business Skills,Project Management,69.21,110.26,32.86,47.69,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Politics,370.75,14.35,51.69,48.63,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Soft Skills,Negotiation,156.83,34.01,19.13,53.49,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Business Skills,Administrative Assistance,-177.84,273.97,0,55.76,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Public Policy,38.08,160.86,-51.12,59.43,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Business Skills,Inside Sales,281.36,32.21,0,63.46,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Business Skills,Business Management,330.24,76.16,34.66,72.84,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Business Skills,People Management,384.47,247.67,-23.5,73.5,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Telecommunications,536.49,43.43,-119.67,74.65,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Architecture,-75.89,200.74,-12.24,77.6,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Tech Skills,Enterprise Software,334.31,384.49,165.45,80.09,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Business Skills,Employee Learning & Development,384.22,63.16,-89.2,101.8,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Business Skills,Product Marketing,256.1,-50.02,50.95,106.89,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Tech Skills,Computer Networking,77.45,257.1,-157.31,118.61,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Business Skills,Corporate Communications,340.03,240.29,187.37,130.76,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Business Skills,Product Development,87.69,-40.75,-35.48,135.81,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Business Skills,Advertising,385.3,-100.3,90.29,149.03,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Agricultural Production,1077.16,-194.89,112.75,194.37,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Business Skills,Human Resources,-497.08,79.5,86.04,195.96,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Business Skills,Procurement,244.83,169.28,14.17,199.47,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Law,-221.58,-100.07,-24.97,229.87,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,International Law,78.65,-82.03,108.67,266.24,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Business Skills,Digital Marketing,570.34,-256.87,-30.24,314.89,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Business Skills,Economics,322.48,749.63,468.55,394.66,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Video,-174.11,946.25,20.14,493.35,,,,,,,,,,,,,,,,,,,
py,Paraguay,Upper middle income,Latin America & Caribbean,Business Skills,Manufacturing Operations,549.06,743.79,498.74,523.49,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Disruptive Tech Skills,Genetic Engineering,-102.17,-274.76,-389.9,-427.25,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Disruptive Tech Skills,Artificial Intelligence,-295.57,-1464.24,-322.58,-368.61,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Religious Studies,-395.71,-2264.64,-1023.45,-320.23,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Geotechnical Engineering,62.28,-231.26,-67.03,-265.61,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Translation,0,-423.45,-133.77,-209.15,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Cosmetology,40.23,-201.13,-194.93,-142.42,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Business Skills,Investment Banking,84.31,-136.17,-177.23,-137.67,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Business Skills,Economics,-50.56,-258.66,-268.14,-128.51,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Delivery Operations,57.08,-95.09,-76.91,-127.93,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Apparel,-28.59,-87.71,-323.6,-123.78,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Politics,-6.94,-293.51,-80.9,-119.89,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,International Law,71.77,-118.21,-69.86,-108.93,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Business Skills,Capital Markets,-72.55,-202,-153.45,-97.95,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Urban Planning,9.87,-209.48,-217.65,-94.08,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Theatre,66.23,19.43,-171.18,-93.4,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Cooking,-181.03,-399.02,192.67,-76.12,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Physiology,26.58,-125.96,-282,-69.92,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Army,-287.94,-1457.14,-200.42,-67.01,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Business Skills,Affiliate Marketing,-55.54,-69.07,-92.25,-66.18,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Travel Management,112.83,-302.83,-158.03,-61.1,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Soft Skills,Problem Solving,-214.43,-30.55,-271.02,-57.97,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Mining,108.51,-232,-41.89,-54.61,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Structural Analysis,-166.18,-98.86,56.72,-50.03,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Analytical Reasoning,172.29,-261.48,-195.31,-47.12,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Disruptive Tech Skills,Data Science,-35.38,-128.5,-89.5,-41.42,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Business Skills,Product Marketing,14.22,-116.05,-83.02,-40,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Volunteer Management,-310.43,-508.39,-347.83,-39.78,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Business Skills,Management Consulting,6.93,-97.42,-44,-32.76,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Business Skills,Revenue Analysis,0,-476.01,-189.72,-30.03,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Foreign Languages,39.13,-110.22,-59.82,-24.91,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Business Skills,Growth Strategies,-88.08,-208.98,-134.41,-23.75,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Food Service Operations,-24.86,-401.52,23.48,-23.53,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Agricultural Production,15.81,63.73,-29.41,-16.1,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Business Skills,Financial Accounting,18.84,-89.77,-65.92,-14.94,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Real Estate,-180.48,-365.67,-230.15,-14.88,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,K-12 Education,-17.83,-111.72,13.29,-14.06,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Business Skills,Corporate Communications,-51.63,-174.56,-59.16,-12.45,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Water Engineering,-106.52,-183.43,53.23,-11.44,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Business Skills,Sales Operations,106.01,-144.08,-95.94,-10.22,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Ocean Transportation,-209.33,-539.8,-8.05,-7.62,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Business Skills,Compensation & Benefits,42.43,-89.78,-4.03,-7.36,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Business Skills,Digital Marketing,-55.53,-288.95,-118.76,-6.43,,,,,,,,,,,,,,,,,,,
pe,Peru,Upper middle income,Latin America & Caribbean,Specialized Industry Skills,Public Policy,0,-213.98,-66.69,-5.71,,,,,,,,,,,,,,,,,,,
